gross,genres,movie_title,plot_keywords,movie_imdb_link,language,country,title_year,imdb_score,Action,Adventure,Fantasy,Sci-fi,Thriller,Comedy,Romance,Mystery,Horror,Animation
65007045,Action|Adventure|Drama,Exodus: Gods and Kings,egypt|exodus|moses|pharaoh|plague,tt1528100,English,UK,2014,6.1,1,1,0,0,0,0,0,0,0,0
257704099,Action|Adventure|Sci-Fi,Star Trek,box office hit|future|lifted by the throat|star trek|vulcan,tt0796366,English,USA,2009,8,1,1,0,1,0,0,0,0,0,0
403706375,Action|Adventure|Fantasy|Romance,Spider-Man,evil|goblin|spider|spider man|superhero,tt0145487,English,USA,2002,7.3,1,1,1,0,0,0,1,0,0,0
176997107,Action|Adventure|Animation|Comedy|Family|Fantasy,How to Train Your Dragon 2,dragon|father son relationship|husband wife relationship|mother son relationship|viking,tt1646971,English,USA,2014,7.9,1,1,1,0,0,1,0,0,0,1
107503316,Action|Drama|Mystery|Sci-Fi,Watchmen,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,tt0409459,English,USA,2009,7.7,1,0,0,1,0,0,0,1,0,0
129734803,Action|Crime|Thriller,Lethal Weapon 4,kung fu|lapd|martial arts|private investigator|triad,tt0122151,English,USA,1998,6.6,1,0,0,0,1,0,0,0,0,0
132122995,Action|Sci-Fi,Hulk,1980s|c 130 hercules|monster|panzer|san francisco california,tt0286716,English,USA,2003,5.7,1,0,0,1,0,0,0,0,0,0
122512052,Action|Adventure|Sci-Fi|Thriller,G.I. Joe: Retaliation,general|gi joe|martial arts|ninja|president,tt1583421,English,USA,2013,5.8,1,1,0,1,1,0,0,0,0,0
68642452,Action|Adventure|Comedy|Thriller,Sahara,beach|civil war|desert|dictator|ship,tt0318649,English,UK,2005,6,1,1,0,0,1,1,0,0,0,0
32131830,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Final Fantasy: The Spirits Within,general|military|scientist|soldier|year 2065,tt0173840,English,USA,2001,6.4,1,1,1,1,0,0,1,0,0,1
176636816,Action|Adventure|Sci-Fi,Captain America: The First Avenger,arctic|captain america|scientist|tesseract|war bond,tt0458339,English,USA,2011,6.9,1,1,0,1,0,0,0,0,0,0
126930660,Action|Adventure|Thriller,The World Is Not Enough,british|oil|scientist|terrorist|tycoon,tt0143145,English,UK,1999,6.4,1,1,0,0,1,0,0,0,0,0
93926386,Action|Adventure|Drama|History|War,Master and Commander: The Far Side of the World,1800s|napoleonic wars|pursuit|royal navy|ship,tt0311113,English,USA,2003,7.4,1,1,0,0,0,0,0,0,0,0
292298923,Adventure|Drama|Fantasy|Romance,The Twilight Saga: Breaking Dawn - Part 2,battle|friend|super strength|vampire|vision,tt1673434,English,USA,2012,5.5,0,1,1,0,0,0,1,0,0,0
63992328,Animation|Comedy|Family|Musical,Happy Feet 2,3d|antarctica|krill|penguin|sequel,tt1402488,English,Australia,2011,5.9,0,0,0,0,0,1,0,0,0,1
134518390,Action|Adventure|Sci-Fi,The Incredible Hulk,antidote|cure|hulk|marvel cinematic universe|opening action scene,tt0800080,English,USA,2008,6.8,1,1,0,1,0,0,0,0,0,0
,Action|Crime|Drama|Mystery|Thriller,Miami Vice            ,cult tv|detective|drugs|police|undercover,tt0086759,English,USA,,7.5,1,0,0,0,1,0,0,1,0,0
52792307,Adventure|Family|Fantasy,The BFG,cannibal|evil brother|giant|london england|queen,tt3691740,English,UK,2016,6.8,0,1,1,0,0,0,0,0,0,0
183635922,Adventure|Drama|Thriller|Western,The Revenant,bear attack|cauterizing a wound|native american|revenge|survival,tt1663202,English,USA,2015,8.1,0,1,0,0,1,0,0,0,0,0
83024900,Adventure|Animation|Comedy|Family|Sport,Turbo,accident|freak accident|race|snail|underdog,tt1860353,English,USA,2013,6.5,0,1,0,0,0,1,0,0,0,1
123207194,Adventure|Animation|Comedy|Family|Western,Rango,chameleon|lizard|sheriff|water|western town,tt1192628,English,USA,2011,7.2,0,1,0,0,0,1,0,0,0,1
83348920,Adventure|Animation|Comedy|Family,Penguins of Madagascar,little girl|park|spy|statue of liberty|television van,tt1911658,English,USA,2014,6.7,0,1,0,0,0,1,0,0,0,1
227137090,Action|Mystery|Thriller,The Bourne Ultimatum,action hero|cia|dark past|flashback|memory,tt0440963,English,USA,2007,8.1,1,0,0,0,1,0,0,1,0,0
215395021,Action|Adventure|Animation|Comedy|Family,Kung Fu Panda,kung fu|kung fu master|master|panda|snow leopard,tt0441773,English,USA,2008,7.6,1,1,0,0,0,1,0,0,0,1
180191634,Action|Adventure|Comedy|Sci-Fi,Ant-Man,ant|chinatown san francisco|heist|sabotage|vault,tt0478970,English,USA,2015,7.4,1,1,0,1,0,1,0,0,0,0
424645577,Adventure|Sci-Fi|Thriller,The Hunger Games: Catching Fire,president|snow|television|tour|uprising,tt1951264,English,USA,2013,7.6,0,1,0,1,1,0,0,0,0,0
292298923,Adventure|Drama|Fantasy|Romance,The Twilight Saga: Breaking Dawn - Part 2,battle|friend|super strength|vampire|vision,tt1673434,English,USA,2012,5.5,0,1,1,0,0,0,1,0,0,0
177343675,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Home,alien friendship|alien invasion|australia|flying car|mother daughter relationship,tt2224026,English,USA,2015,6.7,0,1,1,1,0,1,0,0,0,1
234277056,Adventure|Sci-Fi|Thriller,War of the Worlds,alien|fight|storm|survival|tripod,tt0407304,English,USA,2005,6.5,0,1,0,1,1,0,0,0,0,0
138396624,Action|Comedy|Crime|Thriller,Bad Boys II,cuba|dea|drugs|money|undercover,tt0172156,English,USA,2003,6.6,1,0,0,0,1,1,0,0,0,0
149234747,Action|Adventure|Animation|Comedy|Family|Fantasy,Puss in Boots,betrayal|egg|friend|goose|hero,tt0448694,English,USA,2011,6.7,1,1,1,0,0,1,0,0,0,1
118311368,Action|Crime|Mystery|Thriller,Salt,cia|on the run|russian|russian spy|strong female lead,tt0944835,English,USA,2010,6.4,1,0,0,0,1,0,0,1,0,0
101160529,Action|Adventure|Drama,Noah,ark|flood|noah's ark|water|wrath of god,tt1959490,English,USA,2014,5.8,1,1,0,0,0,0,0,0,0,0
77564037,Action|Adventure|Family|Mystery,The Adventures of Tintin,captain|morocco|ship|tintin|treasure,tt0983193,English,USA,2011,7.4,1,1,0,0,0,0,0,1,0,0
249358727,Adventure|Family|Fantasy|Mystery,Harry Potter and the Prisoner of Azkaban,magic|muggle|serial killer|traitor|wizard,tt0304141,English,UK,2004,7.8,0,1,1,0,0,0,0,1,0,0
49551662,Adventure|Drama|Romance|War,Australia,australia|cattle|darwin|drover|japanese,tt0455824,English,Australia,2008,6.6,0,1,0,0,0,0,1,0,0,0
137748063,Adventure|Animation|Family|Thriller,Dinosaur,egg|iguanodon|lemur|meteor|nesting grounds,tt0130623,English,USA,2000,6.5,0,1,0,0,1,0,0,0,0,1
,Action|Fantasy,Harry Potter and the Deathly Hallows: Part II,,tt1680310,English,UK,2011,7.5,1,0,1,0,0,0,0,0,0,0
113733726,Adventure|Comedy|Family|Fantasy,Night at the Museum: Secret of the Tomb,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,tt2692250,English,USA,2014,6.2,0,1,1,0,0,1,0,0,0,0
148337537,Action|Animation|Comedy|Family|Sci-Fi,Megamind,battle|city|planet|prison|superhero,tt1001526,English,USA,2010,7.3,1,0,0,1,0,1,0,0,0,1
317557891,Adventure|Family|Fantasy,Harry Potter and the Sorcerer's Stone,based on novel|birthday|evil wizard|quidditch|wizard,tt0241527,English,UK,2001,7.5,0,1,1,0,0,0,0,0,0,0
33592415,Action|Comedy|Fantasy,R.I.P.D.,drug dealer|gold|partner|police|undead,tt0790736,English,USA,2013,5.6,1,0,1,0,0,1,0,0,0,0
,Action|Adventure|Drama|Horror|Sci-Fi,Godzilla Resurgence,blood|godzilla|monster|sequel,tt4262980,Japanese,Japan,2016,8.2,1,1,0,1,0,0,0,0,1,0
305388685,Action|Adventure|Fantasy,Pirates of the Caribbean: The Curse of the Black Pearl,caribbean|curse|governor|pirate|undead,tt0325980,English,USA,2003,8.1,1,1,1,0,0,0,0,0,0,0
,Fantasy,Harry Potter and the Deathly Hallows: Part I,,tt1571403,English,UK,2010,6.4,0,0,1,0,0,0,0,0,0,0
337103873,Adventure|Sci-Fi|Thriller,The Hunger Games: Mockingjay - Part 1,based on young adult novel|manipulation|rebellion|symbol|uprising,tt1951265,English,USA,2014,6.7,0,1,0,1,1,0,0,0,0,0
217536138,Mystery|Thriller,The Da Vinci Code,based on supposedly true story|holy grail|mary magdalene|opus dei|secret,tt0382625,English,USA,2006,6.6,0,0,0,0,1,0,0,1,0,0
131536019,Adventure|Animation|Comedy|Family|Musical,Rio 2,amazon|bird|father in law|jungle|no opening credits,tt2357291,English,USA,2014,6.4,0,1,0,0,0,1,0,0,0,1
214948780,Action|Adventure|Fantasy|Sci-Fi|Thriller,X-Men 2,mutant|prison|professor|school|x men,tt0290334,English,Canada,2003,7.5,1,1,1,1,1,0,0,0,0,0
209805005,Action|Crime|Thriller,Fast Five,drug lord|drugs|federal agent|heist|police,tt1596343,English,USA,2011,7.3,1,0,0,0,1,0,0,0,0,0
186830669,Action|Adventure|Crime|Mystery|Thriller,Sherlock Holmes: A Game of Shadows,factory|gypsy|investigation|sherlock holmes|train,tt1515091,English,USA,2011,7.5,1,1,0,0,1,0,0,1,0,0
163192114,Action|Adventure|Fantasy,Clash of the Titans,famous line|hand to hand combat|kraken|rape|zeus,tt0800320,English,USA,2010,5.8,1,1,1,0,0,0,0,0,0,0
119412921,Action|Sci-Fi,Total Recall,ambiguous ending|false memory|implanted memory|memory|space colony,tt0100802,English,USA,1990,7.5,1,0,0,1,0,0,0,0,0,0
32694788,Action|Adventure|History,The 13th Warrior,arab|battle|combat|viking|warrior,tt0120657,English,USA,1999,6.6,1,1,0,0,0,0,0,0,0,0
113165635,Action|Adventure|Thriller,The Bourne Legacy,assassin|cia|drone|pill|wolf,tt1194173,English,USA,2012,6.7,1,1,0,0,1,0,0,0,0,0
260031035,Comedy|Family|Fantasy,How the Grinch Stole Christmas,box office hit|christmas|materialism|public humiliation|snowflake,tt0170016,English,USA,2000,6,0,0,1,0,0,1,0,0,0,0
186739919,Action|Adventure|Sci-Fi|Thriller,The Day After Tomorrow,climate|end of the world|global warming|natural disaster|weather,tt0319262,English,USA,2004,6.4,1,1,0,1,1,0,0,0,0,0
215397307,Action|Adventure|Thriller,Mission: Impossible II,cure|mission|terrorist|thief|virus,tt0120755,English,USA,2000,6.1,1,1,0,0,1,0,0,0,0,0
182618434,Action|Adventure|Drama|Thriller,The Perfect Storm,death|fish|fishing|sea|storm,tt0177971,English,USA,2000,6.4,1,1,0,0,1,0,0,0,0,0
131920333,Action|Adventure|Sci-Fi|Thriller,Fantastic 4: Rise of the Silver Surfer,fantastic four|space|strong female character|strong female lead|superheroine,tt0486576,English,USA,2007,5.6,1,1,0,1,1,0,0,0,0,0
124976634,Adventure|Drama|Fantasy,Life of Pi,animal|faith|india|journey|tiger,tt0454876,English,USA,2012,8,0,1,1,0,0,0,0,0,0,0
115802596,Action|Fantasy|Thriller,Ghost Rider,blackheart|devil|father|ghost|mephistopheles,tt0259324,English,USA,2007,5.2,1,0,1,0,1,0,0,0,0,0
108521835,Action|Thriller,Jason Bourne,black ops|chase|cia|cia agent|repeated scene,tt4196776,English,UK,2016,7.1,1,0,0,0,1,0,0,0,0,0
126464904,Adventure|Mystery|Sci-Fi,Prometheus,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,tt1446714,English,USA,2012,7,0,1,0,1,0,0,0,1,0,0
64736114,Adventure|Animation|Comedy|Family|Fantasy,Stuart Little 2,anthropomorphic mouse|falcon|marshmallow|second part|soccer,tt0243585,English,USA,2002,5.4,0,1,1,0,0,1,0,0,0,1
93050117,Action|Drama|Sci-Fi|Thriller,Elysium,christ figure|class differences|messiah|saviour|social commentary,tt1535108,English,USA,2013,6.6,1,0,0,1,1,0,0,0,0,0
57637485,Action|Adventure|Sci-Fi|Thriller,The Chronicles of Riddick,bounty hunter|escape|necromonger|planet|warrior,tt0296572,English,USA,2004,6.7,1,1,0,1,1,0,0,0,0,0
58607007,Action|Crime|Sci-Fi|Thriller,RoboCop,law enforcement|police|robocop|robot|technology,tt1234721,English,USA,2014,6.2,1,0,0,1,1,0,0,0,0,0
43929341,Action|Family|Sport,Speed Racer,based on anime|based on cartoon|gadget car|racer|speed,tt0811080,English,USA,2008,6.1,1,0,0,0,0,0,0,0,0,0
30212620,Comedy|Drama|Romance,How Do You Know,embarrassment|falling in love|love|love triangle|revelation,tt1341188,English,USA,2010,5.3,0,0,0,0,0,1,1,0,0,0
76418654,Action|Comedy|Romance,Knight and Day,chase|fbi|garage|spy|surveillance,tt1013743,English,USA,2010,6.3,1,0,0,0,0,1,1,0,0,0
89021735,Action|Adventure|Mystery|Sci-Fi,Oblivion,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,tt1483013,English,USA,2013,7,1,1,0,1,0,0,0,1,0,0
380262555,Action|Adventure|Fantasy|Sci-Fi,Star Wars: Episode III - Revenge of the Sith,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,tt0121766,English,USA,2005,7.6,1,1,1,1,0,0,0,0,0,0
310675583,Action|Adventure|Fantasy|Sci-Fi,Star Wars: Episode II - Attack of the Clones,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film,tt0121765,English,USA,2002,6.7,1,1,1,1,0,0,0,0,0,0
289907418,Adventure|Animation|Comedy|Family|Fantasy,"Monsters, Inc.",friend|little girl|monster|rival|scream,tt0198781,English,USA,2001,8.1,0,1,1,0,0,1,0,0,0,1
132550960,Action|Adventure|Sci-Fi|Thriller,The Wolverine,healing power|marvel comics|mecha|regeneration|self healing,tt1430132,English,USA,2013,6.7,1,1,0,1,1,0,0,0,0,0
474544677,Action|Adventure|Fantasy|Sci-Fi,Star Wars: Episode I - The Phantom Menace,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,tt0120915,English,USA,1999,6.5,1,1,1,1,0,0,0,0,0,0
187165546,Adventure|Animation|Comedy|Family|Fantasy,The Croods,cave|caveman|journey|strict father|survival,tt0481499,English,USA,2013,7.3,0,1,1,0,0,1,0,0,0,1
,Adventure|Comedy|Family|Fantasy,Asterix at the Olympic Games,1st century b.c.|lightsaber|local blockbuster|magical potion|potion,tt0463872,French,France,2008,5.1,0,1,1,0,0,1,0,0,0,0
40911830,Action|Drama|War,Windtalkers,code|duty|steel helmet|u.s. marine|u.s. soldier,tt0245562,English,USA,2002,6,1,0,0,0,0,0,0,0,0,0
47952020,Action|Adventure|Drama|Fantasy,The Huntsman: Winter's War,based on fairy tale|dark fantasy|fairy tale|second part|sequel,tt2381991,English,USA,2016,6.1,1,1,1,0,0,0,0,0,0,0
190871240,Action|Adventure|Comedy|Sci-Fi,Teenage Mutant Ninja Turtles,18 wheeler|mutant|ninja|sewer|turtle,tt1291150,English,USA,2014,5.9,1,1,0,1,0,1,0,0,0,0
274084951,Adventure|Drama|Sci-Fi|Thriller,Gravity,box office hit|long take|sole survivor|space|space station,tt1454468,English,UK,2013,7.8,0,1,0,1,1,0,0,0,0,0
67155742,Action|Adventure|Thriller,Dante's Peak,ash|escape|lava|mayor|volcano,tt0118928,English,USA,1997,5.8,1,1,0,0,1,0,0,0,0,0
81638674,Action|Adventure|Comedy|Sci-Fi,Teenage Mutant Ninja Turtles: Out of the Shadows,based on comic book|brother brother relationship|rat|sequel|turtle,tt3949660,English,USA,2016,6.3,1,1,0,1,0,1,0,0,0,0
56114221,Action|Adventure|Sci-Fi,Fantastic Four,box office flop|critically bashed|portal|teleportation|troubled production,tt1502712,English,USA,2015,4.3,1,1,0,1,0,0,0,0,0,0
250863268,Action|Adventure|Comedy|Family|Fantasy,Night at the Museum,chaos|museum|museum of natural history|night watchman|watchman,tt0477347,English,USA,2006,6.4,1,1,1,0,0,1,0,0,0,0
155181732,Action|Adventure|Drama|Thriller,San Andreas,disaster movie|earthquake|journey|natural disaster|san andreas fault,tt2126355,English,USA,2015,6.1,1,1,0,0,1,0,0,0,0,0
125332007,Action|Adventure|Thriller,Tomorrow Never Dies,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three,tt0120347,English,UK,1997,6.5,1,1,0,0,1,0,0,0,0,0
113330342,Action|Drama|History|War,The Patriot,american revolution|british|french|hero|standoff,tt0187393,English,USA,2000,7.1,1,0,0,0,0,0,0,0,0,0
125531634,Crime|Thriller,Ocean's Twelve,father daughter relationship|heist|pretending to be pregnant|sequel|thief,tt0349903,English,USA,2004,6.4,0,0,0,0,1,0,0,0,0,0
186336103,Action|Comedy|Crime|Romance|Thriller,Mr. & Mrs. Smith,assassin|marriage|secret agent|suburb|target,tt0356910,English,USA,2005,6.5,1,0,0,0,1,1,1,0,0,0
129995817,Adventure|Sci-Fi|Thriller,Insurgent,action heroine|falling from height|mind control|trainhopping|truth serum,tt2908446,English,USA,2015,6.3,0,1,0,1,1,0,0,0,0,0
102608827,Biography|Drama,The Aviator,1920s|aviation|fight|spruce goose|test flight,tt0338751,English,USA,2004,7.5,0,0,0,0,0,0,0,0,0,0
42776259,Adventure|Comedy|Family|Fantasy,Gulliver's Travels,bermuda triangle|box office hit|shipwrecked|travel|travel writer,tt1320261,English,USA,2010,4.9,0,1,1,0,0,1,0,0,0,0
98780042,Action|Comedy|Crime|Sci-Fi|Thriller,The Green Hornet,heir|kung fu|party|playboy|superhero,tt0990407,English,USA,2011,5.8,1,0,0,1,1,1,0,0,0,0
,Action|Adventure|Crime,The A-Team            ,1980s|cult tv|famous opening theme|good versus evil|hero for hire,tt0084967,English,USA,,7.6,1,1,0,0,0,0,0,0,0,0
106369117,Action|Drama|Fantasy|War,300: Rise of an Empire,army|commander|female rear nudity|greek|navy,tt1253863,English,USA,2014,6.2,1,0,1,0,0,0,0,0,0,0
142614158,Adventure|Animation|Comedy|Family|Fantasy,The Smurfs,blue|new york|new york city|no opening credits|smurf,tt0472181,English,USA,2011,5.5,0,1,1,0,0,1,0,0,0,1
50026353,Animation|Comedy|Family|Music|Western,Home on the Range,cattle|cow|dairy farm|farm|rustler,tt0299172,English,USA,2004,5.4,0,0,0,0,0,1,0,0,0,1
66002193,Action|Adventure|Mystery|Sci-Fi|Thriller,Allegiant,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,tt3410834,English,USA,2016,5.8,1,1,0,1,1,0,0,1,0,0
85463309,Action|Drama|Sci-Fi|Sport,Real Steel,arena|boxing|boxing movie|robot|robot battle,tt0433035,English,USA,2011,7.1,1,0,0,1,0,0,0,0,0,0
71017784,Adventure|Animation|Comedy|Family|Fantasy,The Smurfs 2,based on cartoon|box office hit|no opening credits|sequel|smurf,tt2017020,English,USA,2013,5.4,0,1,1,0,0,1,0,0,0,1
61656849,Action|Sci-Fi,Ender's Game,alien|future|manipulation|simulation|training,tt1731141,English,USA,2013,6.7,1,0,0,1,0,0,0,0,0,0
134520804,Action|Adventure|Thriller,Live Free or Die Hard,fbi|hacker|independence day|police|terrorist,tt0337978,English,USA,2007,7.2,1,1,0,0,1,0,0,0,0,0
313837577,Action|Adventure|Drama|Fantasy,The Lord of the Rings: The Fellowship of the Ring,elf|hobbit|middle earth|quest|ring,tt0120737,English,New Zealand,2001,8.8,1,1,1,0,0,0,0,0,0,0
24004159,Action|Adventure|Comedy,Around the World in 80 Days,19th century|around the world|inventor|martial arts|train,tt0327437,English,USA,2004,5.8,1,1,0,0,0,1,0,0,0,0
58183966,Biography|Drama|Sport,Ali,african american protagonist|african americans|boxing gym|gym|rumble in the jungle,tt0248667,English,USA,2001,6.8,0,0,0,0,0,0,0,0,0,0
144795350,Action|Mystery|Sci-Fi|Thriller,"I, Robot",humanoid robot|man versus machine|prosthetic limb|robot as pathos|robot vs. robot,tt0343818,English,USA,2004,7.1,1,0,0,1,1,0,0,1,0,0
47396698,Action|Adventure|Drama|History|War,Kingdom of Heaven,12th century|crusader|jerusalem|knight|medieval times,tt0320661,English,USA,2005,7.2,1,1,0,0,0,0,0,0,0,0
140015224,Adventure|Comedy|Family|Fantasy,Stuart Little,box office hit|cat|first part|mouse|orphanage,tt0164912,English,Germany,1999,5.9,0,1,1,0,0,1,0,0,0,0
104374107,Animation|Family|Fantasy|Musical|Romance,The Princess and the Frog,amphibian|dream|frog|frog prince|waitress,tt0780521,English,USA,2009,7.1,0,0,1,0,0,0,1,0,0,1
228430993,Adventure|Drama|Sci-Fi,The Martian,astronaut|international cooperation|left for dead|nasa|space habitat,tt3659388,English,USA,2015,8.1,0,1,0,1,0,0,0,0,0,0
35799026,Action|Adventure|Romance|Sci-Fi|Thriller,The Island,clone|environment|escape|island|lottery,tt0399201,English,USA,2005,6.9,1,1,0,1,1,0,1,0,0,0
101643008,Action|Crime|Thriller,Gone in Sixty Seconds,auto theft|brother|car|theft|thief,tt0187078,English,USA,2000,6.5,1,0,0,0,1,0,0,0,0,0
187670866,Action|Drama|Romance,Gladiator,battlefield|blood|combat|gladiator|roman empire,tt0172495,English,USA,2000,8.5,1,0,0,0,0,0,1,0,0,0
132014112,Action|Mystery|Sci-Fi|Thriller,Minority Report,future|murder|neo noir|washington d.c.|year 2054,tt0181689,English,USA,2002,7.7,1,0,0,1,1,0,0,1,0,0
261970615,Adventure|Family|Fantasy|Mystery,Harry Potter and the Chamber of Secrets,bildungsroman|flying broom|invisibility cloak|monster|wizardry,tt0295297,English,UK,2002,7.4,0,1,1,0,0,0,0,1,0,0
167007184,Action|Adventure|Thriller,Casino Royale,casino|espionage|free running|james bond|terrorist,tt0381061,English,UK,2006,8,1,1,0,0,1,0,0,0,0,0
180011740,Action|Adventure|Sci-Fi|Thriller,Planet of the Apes,astronaut|cage|planet|wilhelm scream|year 2029,tt0133152,English,USA,2001,5.7,1,1,0,1,1,0,0,0,0,0
204843350,Action|Sci-Fi,Terminator 2: Judgment Day,future|liquid metal|multiple cameos|sexy woman|time travel,tt0103064,English,USA,1991,8.5,1,0,0,1,0,0,0,0,0,0
97030725,Biography|Crime|Drama|History|Romance,Public Enemies,1930s|bank|celebrity criminal|fbi|public enemy number one,tt1152836,English,USA,2009,7,0,0,0,0,0,0,1,0,0,0
130127620,Biography|Crime|Drama,American Gangster,death|heroin|popcorn|smuggling|vietnam,tt0765429,English,USA,2007,7.8,0,0,0,0,0,0,0,0,0,0
146282411,Action|Comedy|Thriller,True Lies,espionage|secret agent|secret mission|spy|spy film,tt0111503,English,USA,1994,7.2,1,0,0,0,1,1,0,0,0,0
65452312,Action|Crime|Thriller,The Taking of Pelham 1 2 3,hijack|hostage|ransom|subway|train,tt1111422,English,USA,2009,6.4,1,0,0,0,1,0,0,0,0,0
119219978,Action|Comedy|Crime,The Other Guys,capitalist|detective|investigation|new york city|police,tt1386588,English,USA,2010,6.7,1,0,0,0,0,1,0,0,0,0
101228120,Action|Drama|Mystery|Thriller,Eraser,assassination attempt|corporate crime|rogue agent|witness|witness protection program,tt0116213,English,USA,1996,6.1,1,0,0,0,1,0,0,1,0,0
162804648,Drama|Western,Django Unchained,dynamite|historically inaccurate|ku klux klan|n word|slavery,tt1853728,English,USA,2012,8.5,0,0,0,0,0,0,0,0,0,0
100117603,Animation|Drama|Family|Musical|Romance,The Hunchback of Notre Dame,15th century|cathedral|gypsy|paris|victor hugo,tt0116583,English,USA,1996,6.9,0,0,0,0,0,0,1,0,0,1
89296573,Adventure|Animation|Comedy|Family|Fantasy,The Emperor's New Groove,antidote|disney|emperor|first part|llama,tt0120917,English,USA,2000,7.3,0,1,1,0,0,1,0,0,0,1
85017401,Action|Adventure|Thriller,The Expendables 2,church|hostage|mine|plutonium|revenge,tt1764651,English,USA,2012,6.7,1,1,0,0,1,0,0,0,0,0
173005002,Action|Adventure|Comedy|Family|Mystery,National Treasure,declaration of independence|secret society|treasure|treasure hunt|treasure hunter,tt0368891,English,USA,2004,6.9,1,1,0,0,0,1,0,1,0,0
75030163,Action|Adventure|Family|Fantasy,Eragon,dragon|dragon rider|fictional war|sword and fantasy|teenage hero,tt0449010,English,USA,2006,5.1,1,1,1,0,0,0,0,0,0,0
77222184,Adventure|Drama|Family|Fantasy,Where the Wild Things Are,based on children's book|creature|igloo|imagination|king,tt0386117,English,Germany,2009,6.8,0,1,1,0,0,0,0,0,0,0
107515297,Adventure|Animation|Family|Fantasy,Epic,father daughter relationship|forest|miniature person|shrinking|sword and fantasy,tt0848537,English,USA,2013,6.7,0,1,1,0,0,0,0,0,0,1
67631157,Action|Romance|Thriller,The Tourist,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,tt1243957,English,USA,2010,6,1,0,0,0,1,0,1,0,0,0
66862068,Action|Fantasy|Horror|Mystery,End of Days,atheist|ex cop|female masturbation|female nudity|lucifer,tt0146675,English,USA,1999,5.7,1,0,1,0,0,0,0,1,1,0
57366262,Adventure|Drama|Thriller,Blood Diamond,diamond|elephant|fisherman|rebel|sierra leone,tt0450259,English,Germany,2006,8,0,1,0,0,1,0,0,0,0,0
116866727,Biography|Comedy|Crime|Drama,The Wolf of Wall Street,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,tt0993846,English,USA,2013,8.2,0,0,0,0,0,1,0,0,0,0
184031112,Action|Adventure|Fantasy,Batman Forever,love|necktie|partner|rock music|tuxedo,tt0112462,English,USA,1995,5.4,1,1,1,0,0,0,0,0,0,0
54700065,Action|Sci-Fi|War,Starship Troopers,alien|federation|future|military|planet,tt0120201,English,USA,1997,7.2,1,0,0,1,0,0,0,0,0,0
27098580,Drama|Sci-Fi,Cloud Atlas,composer|future|letter|nonlinear timeline|nursing home,tt1371111,English,Germany,2012,7.5,0,0,0,1,0,0,0,0,0,0
55673333,Action|Adventure|Animation|Family|Fantasy,Legend of the Guardians: The Owls of Ga'Hoole,barn owl|escape|owl|ruler|soldier,tt1219342,English,USA,2010,7,1,1,1,0,0,0,0,0,0,1
72660029,Action|Adventure,Hercules,army|greek mythology|hercules|king|mercenary,tt1267297,English,USA,2014,6,1,1,0,0,0,0,0,0,0,0
38120554,Adventure|Animation|Family|Sci-Fi,Treasure Planet,alien|cyborg|pirate|planet|treasure,tt0133240,English,USA,2002,7.1,0,1,0,1,0,0,0,0,0,1
49392095,Adventure|Comedy|Sci-Fi,Land of the Lost,human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex,tt0457400,English,USA,2009,5.4,0,1,0,1,0,1,0,0,0,0
39292022,Action|Adventure|Thriller,The Expendables 3,battle|fight|mission|pg 13 sequel to r rated franchise|rescue,tt2333784,English,USA,2014,6.1,1,1,0,0,1,0,0,0,0,0
28772222,Action|Crime|Sport|Thriller,Point Break,athlete|extreme sports|fbi|fbi agent|heist,tt2058673,English,USA,2015,5.3,1,0,0,0,1,0,0,0,0,0
24985612,Action|Adventure|Biography|Drama|History|Thriller,In the Heart of the Sea,emaciation|ship|starvation|vomiting|whale,tt1390411,English,USA,2015,7,1,1,0,0,1,0,0,0,0,0
35024475,Action|Drama|Thriller|War,Green Zone,cia|iraq|iraqi|political military conspiracy|weapon of mass destruction,tt0947810,English,France,2010,6.9,1,0,0,0,1,0,0,0,0,0
130174897,Adventure|Animation|Comedy|Family,The Peanuts Movie,dog|girl|imagination|peanuts|red hair,tt2452042,English,USA,2015,7.2,0,1,0,0,0,1,0,0,0,1
10200000,Drama|Mystery|Thriller,The Spanish Prisoner,brother sister relationship|extradition|fbi|japanese tourist|secret,tt0120176,English,USA,1997,7.3,0,0,0,0,1,0,0,1,0,0
202007640,Action|Adventure|Fantasy|Thriller,The Mummy Returns,ancient egypt|bracelet|king|scorpion|son,tt0209163,English,USA,2001,6.3,1,1,1,0,1,0,0,0,0,0
